@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
83,'2022/10/06 15:25:24:329',1,-1,0.898079,-0.304843,-0.163965,-0.010194,0.067592,0.064723,0.086602,-0.122394,0.037863,0.000978,-0.001515,-0.026941,0.015449,0.006589,-0.026174,0.029615,-0.017989,-0.055358,0.04543,-0.022874,0.022546,0.021571,-0.012484,1
84,'2022/10/06 15:25:24:334',1,-1,0.904184,-0.310338,-0.159356,-0.013781,0.070127,0.06324,0.086971,-0.121452,0.035278,0.005615,-0.008564,-0.017315,0.003399,0.020537,-0.041164,0.044593,-0.031898,-0.043382,0.035905,-0.015918,0.017933,0.024266,-0.013697,1
85,'2022/10/06 15:25:24:345',1,-1,0.888687,-0.238759,-0.199512,-0.016683,0.097533,0.048078,0.122083,-0.086133,0.039676,0.001598,0.027978,0.002722,-0.014164,0.025709,-0.031233,0.016093,-0.008354,-0.039874,0.030623,0.010766,0.012272,0.019302,0.005616,1
86,'2022/10/06 15:25:24:353',1,-1,0.879957,-0.269781,-0.151195,-0.038842,0.116192,0.067367,0.096519,-0.090834,0.047944,0.001318,0.013506,-0.011222,-0.00407,0.013433,-0.032877,0.01264,-0.022671,-0.048643,0.034845,-0.005585,0.018418,0.009882,0.011718,1
87,'2022/10/06 15:25:24:361',1,-1,0.912461,-0.279235,-0.167272,-0.030118,0.10365,0.079336,0.092896,-0.095455,0.048886,-0.005119,0.021305,-0.008659,0.007766,0.011326,-0.02251,0.021483,-0.012709,-0.05396,0.033949,-0.002994,0.028521,0.012074,0.011903,1
88,'2022/10/06 15:25:24:364',1,-1,0.928536,-0.272096,-0.200889,-0.019403,0.080358,0.059936,0.089924,-0.1002,0.045383,-0.012296,0.012386,-0.019423,0.008498,0.012471,-0.022106,0.018349,-0.011887,-0.047428,0.030128,-0.009388,0.028607,0.006747,0.004508,1
89,'2022/10/06 15:25:24:369',1,-1,0.889286,-0.279723,-0.212902,-0.026494,0.077708,0.035761,0.09698,-0.108633,0.022854,-0.008174,-0.028879,0.019075,-0.023786,0.030364,-0.029188,0.024672,-0.015942,-0.049885,0.041562,-0.013523,0.014807,0.022558,0.000975,1
90,'2022/10/06 15:25:24:376',1,-1,0.920972,-0.28216,-0.205636,0.000085,0.089233,0.060413,0.102806,-0.099358,0.045094,-0.006137,-0.019845,0.032377,-0.009384,0.043591,-0.034984,0.032352,0.000151,-0.041845,0.037343,-0.00827,0.016411,0.023227,-0.004131,1
91,'2022/10/06 15:25:24:380',1,-1,0.948541,-0.299381,-0.189458,0.00587,0.075809,0.068537,0.095696,-0.097807,0.064194,-0.01135,-0.009635,-0.013786,0.012618,0.027636,-0.04395,0.026101,0.005294,-0.033667,0.024009,-0.00743,0.02416,0.010289,-0.009484,1
92,'2022/10/06 15:25:24:387',1,-1,0.93228,-0.300982,-0.153255,0.011005,0.077349,0.063341,0.112621,-0.108179,0.065826,-0.004808,-0.026409,0.00383,0.008646,0.014161,-0.044344,0.043883,-0.007197,-0.04383,0.024207,-0.003581,0.0159,0.01426,-0.010158,1
93,'2022/10/06 15:25:24:394',1,-1,0.931953,-0.293379,-0.139019,0.019938,0.088654,0.067626,0.134395,-0.117834,0.081835,-0.00133,-0.019526,0.017427,0.021046,0.019895,-0.040631,0.043217,0.003906,-0.046545,0.035266,-0.005446,0.011531,0.018852,-0.010138,1
94,'2022/10/06 15:25:24:399',1,-1,0.888571,-0.272349,-0.177788,0.012174,0.070738,0.039169,0.113044,-0.105561,0.088916,-0.007452,-0.030016,0.007346,0.004865,0.022806,-0.038237,0.011862,0.01835,-0.038762,0.0337,-0.010078,0.015217,0.017264,-0.010183,1
95,'2022/10/06 15:25:24:403',1,-1,0.926142,-0.255969,-0.164429,0.02976,0.096139,0.052083,0.121893,-0.08492,0.088044,0.001446,-0.014358,0.015265,0.007688,0.02877,-0.043452,0.021934,0.017307,-0.049618,0.026587,0.001834,0.023132,0.022479,-0.011542,1
96,'2022/10/06 15:25:24:411',1,-1,0.9622,-0.258609,-0.168705,0.030462,0.115685,0.044437,0.131665,-0.0858,0.082312,0.000928,0.000162,0.004571,0.005057,0.029565,-0.050406,0.027056,0.019421,-0.059666,0.025138,-0.002172,0.018271,0.017596,-0.007383,1
97,'2022/10/06 15:25:24:415',1,-1,0.901029,-0.268539,-0.158976,0.012189,0.087736,0.027371,0.144115,-0.128362,0.113492,0.002043,-0.041404,0.013749,-0.006355,0.009906,-0.049463,0.027332,-0.002435,-0.049015,0.016705,0.006486,0.01597,0.016399,0.006558,1
98,'2022/10/06 15:25:24:427',1,-1,0.949379,-0.249232,-0.200411,0.01017,0.098015,0.029714,0.104289,-0.104584,0.056246,-0.011468,-0.025735,0.011417,-0.02273,0.030143,-0.040719,0.018191,0.013896,-0.047521,0.025155,-0.000852,0.016971,0.022896,-0.017313,1
99,'2022/10/06 15:25:24:434',1,-1,0.931229,-0.269005,-0.197089,0.003788,0.100463,0.018152,0.101756,-0.09797,0.052393,-0.011483,-0.034992,0.017429,-0.012945,0.014794,-0.039529,0.031023,-0.004079,-0.044125,0.04742,-0.001925,0.006037,0.020872,-0.005369,1
100,'2022/10/06 15:25:24:438',1,-1,0.944563,-0.281563,-0.18714,0.008205,0.093724,0.037058,0.118517,-0.109397,0.063313,0.007185,-0.028368,0.02277,-0.010047,0.013967,-0.029636,0.043354,0.000752,-0.04558,0.043216,0.001215,0.006459,0.01944,0.001218,1
101,'2022/10/06 15:25:24:446',1,-1,0.907117,-0.279024,-0.203528,0.00612,0.074897,0.027957,0.11331,-0.140428,0.058021,0.00066,-0.040205,-0.008861,-0.020162,0.015014,-0.042167,0.011955,0.008408,-0.054437,0.026661,0.000262,0.013062,0.008588,0.002083,1
102,'2022/10/06 15:25:24:450',1,-1,0.913353,-0.263384,-0.183166,-0.008329,0.113113,0.033779,0.10946,-0.111238,0.049258,0.013806,-0.026223,0.005279,-0.001489,0.014384,-0.035468,0.031551,0.00528,-0.04592,0.035657,0.005925,0.010797,0.007097,0.016023,1
103,'2022/10/06 15:25:24:463',1,-1,0.949804,-0.275871,-0.192067,0.004087,0.080436,0.040552,0.088533,-0.102409,0.052643,-0.016403,-0.000908,-0.017582,-0.014567,0.013234,-0.028981,0.017044,-0.000834,-0.054893,0.034414,-0.004698,0.028865,0.012508,-0.007714,1
104,'2022/10/06 15:25:24:469',1,-1,0.948571,-0.268001,-0.192074,0.008319,0.0896,0.059317,0.099471,-0.105798,0.052567,-0.005967,-0.002426,-0.010501,-0.004485,0.016934,-0.026482,0.023533,0.007458,-0.050691,0.026353,0.001964,0.024716,0.005156,-0.004279,1
105,'2022/10/06 15:25:24:473',1,-1,0.942969,-0.25445,-0.183014,-0.001642,0.097729,0.055809,0.105766,-0.119659,0.068435,0.00746,-0.016389,-0.008088,0.003431,0.025763,-0.042912,0.036403,0.019482,-0.049844,0.022088,0.008622,0.017836,0.001106,-0.001988,1
106,'2022/10/06 15:25:24:486',1,-1,0.948582,-0.284374,-0.21341,0.00876,0.072516,0.036381,0.104536,-0.148477,0.051233,-0.005482,-0.030947,0.003065,-0.006921,-0.000717,-0.034038,0.036757,0.009766,-0.057785,0.022638,0.005541,0.002976,-0.001066,-0.010224,1
107,'2022/10/06 15:25:24:492',1,-1,0.956143,-0.25379,-0.207433,0.005556,0.10259,0.056439,0.06703,-0.095971,0.056792,-0.027239,-0.00216,-0.010702,-0.003512,0.011584,-0.033627,0.028856,0.030203,-0.046808,0.023916,0.004526,0.02607,-0.001524,-0.017596,1
108,'2022/10/06 15:25:24:497',1,-1,0.926834,-0.252559,-0.20311,-0.006559,0.083953,0.061811,0.07912,-0.116251,0.048358,-0.014189,-0.035333,0.001171,-0.018052,0.003594,-0.041224,0.037019,0.025136,-0.053812,0.024347,0.008768,0.030361,0.003235,-0.023305,1
109,'2022/10/06 15:25:24:503',1,-1,0.943585,-0.257075,-0.179844,-0.00818,0.079895,0.068605,0.105932,-0.129826,0.061314,0.000916,-0.040967,0.023894,-0.009168,0.006515,-0.034159,0.044275,0.032889,-0.05469,0.027939,0.008433,0.023313,-0.000423,-0.022033,1
110,'2022/10/06 15:25:24:509',1,-1,0.957746,-0.239853,-0.181668,-0.01101,0.090066,0.063998,0.092971,-0.137481,0.043326,-0.006388,-0.044673,-0.000916,-0.004383,-0.009781,-0.048024,0.053915,0.019423,-0.063106,0.023699,0.011491,0.022128,-0.010031,-0.024769,1
111,'2022/10/06 15:25:24:515',1,-1,0.949426,-0.230191,-0.19185,-0.013372,0.105754,0.056809,0.084972,-0.143273,0.048744,-0.018427,-0.039584,-0.005609,0.002879,-0.011743,-0.049044,0.052779,0.021462,-0.05359,0.014238,0.011314,0.023661,-0.015026,-0.026387,1
112,'2022/10/06 15:25:24:520',1,-1,0.959418,-0.226858,-0.195057,0.001997,0.114702,0.055111,0.092427,-0.139844,0.061722,-0.022102,-0.03624,0.004011,0.009692,-0.011118,-0.038936,0.042913,0.020719,-0.038825,0.012681,0.010257,0.030644,-0.009235,-0.019753,1
113,'2022/10/06 15:25:24:527',1,-1,0.951379,-0.226862,-0.220672,0.006002,0.104038,0.046253,0.085303,-0.128108,0.048102,-0.024506,-0.040015,-0.013669,0.020744,-0.024607,-0.034492,0.03007,0.022651,-0.050063,0.011312,0.011769,0.034127,-0.013787,-0.015125,1
114,'2022/10/06 15:25:24:531',1,-1,0.958031,-0.225696,-0.204376,0.015617,0.106778,0.053942,0.10844,-0.124776,0.051165,-0.015532,-0.0256,0.000878,0.020947,0.000226,-0.03141,0.045092,0.029507,-0.046056,0.017429,0.002461,0.02596,-0.007167,-0.011201,1
115,'2022/10/06 15:25:24:538',1,-1,0.937917,-0.262089,-0.190269,0.011631,0.068771,0.045811,0.109793,-0.146152,0.037597,-0.022727,-0.044013,-0.00237,0.005327,-0.003167,-0.03995,0.046801,0.012128,-0.040879,0.01961,0.000205,0.02213,-0.008997,-0.012439,1
116,'2022/10/06 15:25:24:545',1,-1,0.946371,-0.2209,-0.167737,0.021314,0.108635,0.070225,0.109453,-0.122954,0.060444,-0.024574,-0.018035,-0.003848,0.009731,-0.003743,-0.030408,0.042027,0.020283,-0.048887,0.024825,0.014522,0.028854,-0.013707,-0.008435,1
117,'2022/10/06 15:25:24:550',1,-1,0.944133,-0.211455,-0.167591,0.003193,0.122647,0.080564,0.101707,-0.112056,0.065513,-0.031931,-0.000116,-0.000234,-0.004791,0.000365,-0.034744,0.041679,0.021303,-0.049484,0.024089,0.02141,0.025883,-0.006381,-0.004142,1
118,'2022/10/06 15:25:24:554',1,-1,0.955403,-0.232825,-0.192055,-0.017991,0.117602,0.066508,0.055885,-0.081767,0.049963,-0.048358,-0.013766,0.009455,-0.024059,-0.004928,-0.04456,0.037104,0.005163,-0.056931,0.023783,0.028807,0.010251,0.001264,-0.00013,1
119,'2022/10/06 15:25:24:562',1,-1,0.979799,-0.214472,-0.199559,0.013477,0.12316,0.078023,0.079031,-0.082088,0.052688,-0.03725,0.007113,-0.00384,-0.007459,0.013985,-0.026336,0.029629,0.030528,-0.051905,0.012715,0.0258,0.033164,-0.005283,-0.004208,1
120,'2022/10/06 15:25:24:566',1,-1,0.988389,-0.228768,-0.223898,0.017292,0.122884,0.062077,0.085947,-0.104214,0.040604,-0.030351,-0.012018,-0.023476,-0.00052,-0.005585,-0.026487,0.019813,0.027933,-0.038048,-0.000718,0.013612,0.037629,-0.018968,-0.006739,1
121,'2022/10/06 15:25:24:573',1,-1,0.972104,-0.259574,-0.205568,0.020447,0.098197,0.055423,0.104316,-0.117629,0.028732,-0.006103,-0.021548,-0.013342,-0.007028,-0.01173,-0.022196,0.045657,-0.005431,-0.035095,0.022642,0.004711,0.023896,-0.001789,-0.018345,1
122,'2022/10/06 15:25:24:579',1,-1,0.952388,-0.263896,-0.186788,0.014244,0.095008,0.069503,0.114185,-0.135038,0.051587,-0.00631,-0.022378,-0.003315,-0.013346,0.001906,-0.012858,0.047405,0.021584,-0.054647,0.037058,-0.004989,0.019043,-0.00512,-0.011753,1
123,'2022/10/06 15:25:24:585',1,-1,0.934426,-0.283322,-0.182658,-0.004026,0.078524,0.065761,0.118005,-0.165273,0.054577,-0.016866,-0.034186,-0.00624,-0.017223,-0.010298,-0.012198,0.0283,0.023281,-0.071095,0.041703,-0.009737,0.011258,-0.011744,-0.006818,1
124,'2022/10/06 15:25:24:589',1,-1,0.945321,-0.263512,-0.218074,0.002195,0.087969,0.064723,0.100531,-0.146074,0.041133,-0.016298,-0.036927,-0.010262,-0.018871,-0.014484,-0.003959,0.038117,0.011726,-0.062263,0.034888,0.001303,0.012702,-0.009709,-0.008488,1
125,'2022/10/06 15:25:24:601',1,-1,0.961964,-0.261028,-0.167087,0.001021,0.088988,0.106342,0.098827,-0.134413,0.061488,-0.019044,-0.016694,-0.004384,-0.018873,0.000901,-0.016642,0.042845,0.021718,-0.049858,0.023445,0.020967,0.012441,-0.001511,-0.008538,1
126,'2022/10/06 15:25:24:613',1,-1,0.967592,-0.271008,-0.200506,-0.015285,0.071756,0.074895,0.100471,-0.149446,0.024806,-0.017291,-0.041979,-0.00132,-0.023908,-0.023306,-0.009183,0.032217,0.01234,-0.064162,0.023115,0.019583,0.011918,-0.010333,-0.002328,1
127,'2022/10/06 15:25:24:620',1,-1,0.964398,-0.226047,-0.188171,-0.032774,0.082152,0.083561,0.118829,-0.144033,0.023086,-0.004717,-0.02611,0.010882,-0.04527,-0.011897,-0.002436,0.028426,0.011296,-0.061359,0.028397,0.015356,0.017682,-0.011971,-0.005453,1
128,'2022/10/06 15:25:24:624',1,-1,0.968967,-0.198025,-0.188978,-0.010538,0.080776,0.108525,0.129062,-0.145588,0.04007,-0.003524,0.004213,-0.00322,-0.022735,0.000298,0.002438,0.035206,0.024999,-0.067704,0.03937,0.015535,0.014881,0.000971,-0.017723,1
129,'2022/10/06 15:25:24:631',1,-1,0.980781,-0.228188,-0.192114,-0.01444,0.074974,0.103953,0.12191,-0.150686,0.033638,-0.00721,-0.002185,-0.009725,-0.013044,-0.007991,-0.006853,0.037274,0.020886,-0.068646,0.037259,0.007094,0.011186,0.003143,-0.017799,1
130,'2022/10/06 15:25:24:636',1,-1,0.977279,-0.275223,-0.174145,-0.034895,0.057148,0.093805,0.096242,-0.152863,0.030091,-0.018421,-0.01729,-0.010107,-0.017885,-0.006374,-0.013966,0.039758,0.00818,-0.058945,0.033696,-0.001239,0.014909,-0.002936,-0.013555,1
131,'2022/10/06 15:25:24:648',1,-1,0.967854,-0.244815,-0.204094,-0.011158,0.098725,0.073571,0.12641,-0.147693,0.017207,-0.026277,-0.003975,0.002034,-0.010267,-0.015484,0.003905,0.029866,0.013228,-0.060817,0.022891,-0.00209,0.022367,-0.01001,-0.012886,1
132,'2022/10/06 15:25:24:655',1,-1,0.900154,-0.281836,-0.19539,-0.045738,0.065673,0.062992,0.1022,-0.175042,0.030657,-0.064663,-0.017971,-0.008685,-0.019661,-0.015714,0.000483,0.028846,0.012218,-0.065415,0.025108,-0.001735,0.022007,-0.009403,-0.014346,1
133,'2022/10/06 15:25:24:659',1,-1,0.930397,-0.265817,-0.187152,-0.020645,0.079239,0.08682,0.102822,-0.157933,0.055886,-0.061644,-0.004572,-0.000785,-0.01564,-0.002003,0.001156,0.037671,0.023842,-0.067823,0.034202,-0.006156,0.018395,-0.002608,-0.008013,1
134,'2022/10/06 15:25:24:666',1,-1,0.964976,-0.255521,-0.191941,-0.001398,0.080228,0.0954,0.102025,-0.147676,0.06973,-0.059469,-0.000864,-0.00244,-0.015423,0.00115,-0.011334,0.034331,0.023473,-0.074867,0.040519,-0.007714,0.010979,-0.000349,-0.010954,1
135,'2022/10/06 15:25:24:671',1,-1,0.99132,-0.303844,-0.169403,-0.006608,0.075478,0.07729,0.110334,-0.152864,0.057262,-0.019556,-0.032909,0.012308,-0.018692,0.005088,-0.004053,0.030547,0.024984,-0.061677,0.031201,-0.001092,0.011662,0.004042,-0.008254,1
136,'2022/10/06 15:25:24:678',1,-1,0.995194,-0.303486,-0.161919,-0.012549,0.096422,0.087097,0.109016,-0.136247,0.053843,-0.009658,-0.030584,0.011086,-0.000731,-0.002644,-0.012719,0.051259,0.008163,-0.052449,0.021961,0.002657,0.017555,-0.001909,-0.007328,1
137,'2022/10/06 15:25:24:682',1,-1,1,-0.281513,-0.162052,-0.007671,0.09889,0.095651,0.104393,-0.137237,0.068281,-0.014844,-0.027807,0.00166,0.006219,-0.006487,-0.027283,0.058101,0.000376,-0.062283,0.031513,-0.000491,0.006729,0.002494,-0.012018,1
138,'2022/10/06 15:25:24:689',1,-1,0.978418,-0.290763,-0.179829,-0.001655,0.075969,0.08288,0.103193,-0.158998,0.078446,-0.026162,-0.027133,0.004973,-0.01126,0.006067,-0.013388,0.046175,0.016916,-0.063133,0.032779,-0.001516,0.018469,-0.003969,-0.007855,1
139,'2022/10/06 15:25:24:694',1,-1,0.962797,-0.303678,-0.188278,-0.021573,0.074982,0.076828,0.087447,-0.159815,0.062724,-0.037884,-0.032558,0.004409,-0.019347,0.00272,-0.02163,0.042159,0.013349,-0.069162,0.024406,-0.003236,0.019121,-0.006288,-0.009036,1
140,'2022/10/06 15:25:24:701',1,-1,0.967506,-0.269031,-0.190113,-0.033205,0.113142,0.057072,0.101813,-0.145621,0.057854,-0.016633,-0.033559,0.01342,-0.019419,0.020598,-0.015545,0.048258,0.011481,-0.053373,0.02694,0.002231,0.02311,-0.001001,-0.012475,1
141,'2022/10/06 15:25:24:711',1,-1,0.959367,-0.248938,-0.186834,-0.038284,0.111704,0.068275,0.106274,-0.148621,0.047855,-0.007219,-0.030839,0.002853,-0.002322,-0.008175,-0.008206,0.055044,0.007345,-0.067874,0.028509,0.009573,0.029687,-0.00165,-0.020679,1
142,'2022/10/06 15:25:24:713',1,-1,0.967167,-0.263112,-0.194469,-0.047118,0.081478,0.07821,0.104815,-0.157584,0.014174,0.002883,-0.036038,-0.006207,0.002438,-0.027196,-0.010218,0.054729,-0.007217,-0.067211,0.034837,-0.001341,0.020437,-0.003231,-0.012741,1
143,'2022/10/06 15:25:24:718',1,-1,0.977888,-0.25144,-0.130668,-0.039753,0.079858,0.09243,0.106074,-0.1287,-0.000548,-0.000982,-0.020729,0.000072,-0.002694,-0.013966,-0.017192,0.064831,-0.003738,-0.068038,0.034607,0.010971,0.016815,-0.000487,-0.017847,1
144,'2022/10/06 15:25:24:724',1,-1,0.944855,-0.247139,-0.172777,-0.018017,0.065742,0.079917,0.110717,-0.166026,0.030361,-0.023635,-0.036301,-0.002124,0.002885,-0.026696,-0.016822,0.049059,0.001248,-0.066796,0.035953,0.002075,0.015186,-0.004056,-0.010753,1
145,'2022/10/06 15:25:24:728',1,-1,0.970998,-0.249825,-0.175028,0.004817,0.082462,0.099423,0.130729,-0.163405,0.047538,0.002884,-0.033919,0.019539,0.021928,-0.03268,-0.003392,0.046372,0.008222,-0.049725,0.024992,0.002188,0.017012,-0.009295,-0.006033,1
146,'2022/10/06 15:25:24:736',1,-1,0.969886,-0.251783,-0.156089,-0.023447,0.093964,0.090664,0.118693,-0.143685,0.029925,-0.021305,0.000896,0.00645,0.003561,-0.005372,-0.009565,0.050838,0.01039,-0.048847,0.023993,0.006871,0.024569,-0.002259,-0.026088,1
147,'2022/10/06 15:25:24:743',1,-1,0.972817,-0.259017,-0.156237,-0.032647,0.091293,0.101439,0.108924,-0.144771,0.021249,-0.021687,-0.007123,0.015244,-0.011103,-0.011893,-0.012409,0.044059,0.008761,-0.058203,0.019155,0.016311,0.017763,-0.004763,-0.026701,1
148,'2022/10/06 15:25:24:747',1,-1,1,-0.228491,-0.130205,-0.018769,0.105397,0.130521,0.132689,-0.1396,0.037029,0.00817,-0.004104,0.034541,-0.019463,-0.0092,-0.010657,0.044258,0.010784,-0.054687,0.020454,0.020233,0.012548,-0.006526,-0.019358,1
149,'2022/10/06 15:25:24:753',1,-1,0.968183,-0.212789,-0.112307,-0.011286,0.10927,0.114369,0.13385,-0.149873,0.059285,-0.016279,-0.009994,0.044682,-0.034535,0.007432,-0.01048,0.039119,0.016046,-0.066567,0.041661,0.016418,0.017455,-0.007474,-0.017494,1
150,'2022/10/06 15:25:24:759',1,-1,0.948379,-0.232402,-0.129547,-0.027932,0.111609,0.087198,0.121362,-0.144068,0.042616,-0.010154,-0.026377,0.027965,-0.012348,-0.00858,-0.013457,0.037538,0.007475,-0.054809,0.01899,0.002755,0.029383,-0.019758,-0.007429,1
151,'2022/10/06 15:25:24:763',1,-1,0.987974,-0.243297,-0.177965,-0.012369,0.10043,0.064639,0.125546,-0.147154,0.021486,0.008681,-0.032224,0.005594,0.0012,-0.00874,-0.018377,0.031772,0.011833,-0.044141,0.01668,-0.002011,0.029043,-0.012448,-0.014342,1
152,'2022/10/06 15:25:24:771',1,-1,1,-0.255745,-0.16785,-0.012241,0.096628,0.071135,0.098679,-0.130745,0.020953,-0.005155,-0.033952,0.014824,-0.007357,-0.005861,-0.007145,0.034209,0.014725,-0.048793,0.016384,0.01371,0.017184,-0.006722,-0.016251,1
153,'2022/10/06 15:25:24:778',1,-1,0.989661,-0.257777,-0.170564,-0.018063,0.097451,0.064091,0.100724,-0.140671,0.025816,-0.01478,-0.039853,0.026482,-0.017678,-0.008077,-0.012395,0.028367,0.019968,-0.054482,0.014822,0.006558,0.015913,-0.006313,-0.019877,1
154,'2022/10/06 15:25:24:782',1,-1,0.985996,-0.252665,-0.157313,-0.023939,0.09492,0.067038,0.108646,-0.157867,0.031405,-0.009056,-0.052223,0.022448,-0.023887,0.001643,-0.019976,0.027177,0.024722,-0.060056,0.023817,0.000108,0.017984,0.003139,-0.034361,1
155,'2022/10/06 15:25:24:788',1,-1,0.953549,-0.238043,-0.157227,-0.021502,0.097253,0.066493,0.113239,-0.159874,0.043533,-0.013398,-0.045673,0.018317,-0.008369,-0.005474,-0.011548,0.042526,0.029509,-0.068244,0.029134,0.005607,0.023523,-0.005778,-0.023053,1
156,'2022/10/06 15:25:24:794',1,-1,0.949397,-0.240253,-0.151436,-0.028626,0.092774,0.069982,0.112274,-0.160868,0.04603,-0.005372,-0.047307,0.013892,-0.0055,-0.007779,-0.010754,0.042012,0.029462,-0.068363,0.032171,-0.000165,0.018277,-0.013793,-0.016135,1
157,'2022/10/06 15:25:24:798',1,-1,0.945383,-0.267455,-0.168385,-0.036461,0.088983,0.054264,0.084519,-0.149985,0.011874,-0.008856,-0.050756,-0.012785,-0.000736,-0.028082,-0.007073,0.029596,0.013639,-0.059382,0.02134,0.004116,0.012053,-0.013245,-0.014026,1
158,'2022/10/06 15:25:24:805',1,-1,0.954066,-0.264835,-0.159302,-0.038055,0.119598,0.058862,0.106058,-0.137789,0.02893,-0.000153,-0.0502,0.020981,-0.006945,-0.005082,-0.00991,0.051323,0.024664,-0.063252,0.030771,0.004246,0.019807,-0.001877,-0.020963,1
159,'2022/10/06 15:25:24:811',1,-1,0.947129,-0.272466,-0.164529,-0.064739,0.110329,0.048046,0.110245,-0.153699,0.021877,-0.011027,-0.052205,0.021817,-0.025924,-0.010305,-0.021686,0.049563,0.010378,-0.067417,0.033467,-0.006156,0.014894,-0.004169,-0.020815,1
160,'2022/10/06 15:25:24:821',1,-1,0.983645,-0.29337,-0.118647,-0.012708,0.077498,0.120444,0.099953,-0.13457,0.049681,-0.01592,-0.016845,0.01127,0.002749,-0.01144,0.012342,0.046639,0.011784,-0.048151,0.02425,0.00807,0.014846,-0.008336,-0.013279,1
161,'2022/10/06 15:25:24:829',1,-1,0.988357,-0.260741,-0.145959,-0.013659,0.079818,0.097532,0.128653,-0.159775,0.021407,-0.002939,-0.018833,0.004354,-0.011888,-0.019093,0.01863,0.038704,-0.004184,-0.050877,0.030042,-0.001654,0.010928,-0.012257,-0.009857,1
162,'2022/10/06 15:25:24:834',1,-1,0.98325,-0.249369,-0.141338,-0.021002,0.074583,0.106981,0.119405,-0.152676,0.016084,0.002737,-0.022807,0.010391,-0.014106,-0.017804,0.01974,0.051622,-0.00014,-0.05722,0.03041,0.009077,0.012705,-0.012718,-0.013231,1
163,'2022/10/06 15:25:24:845',1,-1,0.976354,-0.181879,-0.184908,0.007559,0.126659,0.050286,0.152367,-0.157881,0.041979,-0.005376,-0.035141,0.018788,0.003941,-0.020986,0.004302,0.054801,0.001877,-0.046082,0.032428,-0.005823,0.033445,-0.021285,-0.010469,1
164,'2022/10/06 15:25:24:852',1,-1,0.968211,-0.205622,-0.163282,0.011066,0.121396,0.058785,0.132044,-0.142824,0.049422,-0.012896,-0.033367,0.027505,0.000048,-0.001941,-0.0077,0.051245,0.021379,-0.057666,0.034917,0.00348,0.027335,-0.009772,-0.01587,1
165,'2022/10/06 15:25:24:856',1,-1,0.948518,-0.237058,-0.162198,-0.018406,0.102872,0.053719,0.097935,-0.148092,0.034425,-0.024739,-0.04387,0.006153,-0.008172,-0.015082,-0.020217,0.03685,0.015574,-0.059265,0.024504,-0.000504,0.016964,-0.010496,-0.01122,1
166,'2022/10/06 15:25:24:863',1,-1,0.975234,-0.217016,-0.166056,-0.001652,0.124608,0.072601,0.077855,-0.111349,0.049167,-0.029308,-0.015385,-0.008333,0.017254,-0.017996,0.010975,0.024319,0.026501,-0.042119,0.019555,0.015926,0.022005,-0.008967,-0.009389,1
167,'2022/10/06 15:25:24:869',1,-1,0.985117,-0.220833,-0.173661,0.023755,0.122947,0.063365,0.099873,-0.125886,0.066786,-0.03064,-0.02601,0.015086,0.007131,-0.010981,0.008382,0.033843,0.02009,-0.040052,0.014108,0.008937,0.030639,-0.00576,-0.011041,1
168,'2022/10/06 15:25:24:880',1,-1,0.93935,-0.206604,-0.159956,0.004858,0.129064,0.026759,0.13258,-0.133873,0.038558,0.002702,-0.035305,0.00597,0.0175,-0.020716,0.005477,0.022845,0.017974,-0.03849,0.012901,0.00075,0.043341,-0.004792,-0.021128,1
169,'2022/10/06 15:25:24:887',1,-1,0.938369,-0.220851,-0.161837,-0.016814,0.126959,0.037521,0.113183,-0.126717,0.037318,-0.011148,-0.031778,0.01282,0.007661,-0.018425,0.004257,0.029681,0.016664,-0.046798,0.009463,0.001474,0.045641,-0.011232,-0.007799,1
170,'2022/10/06 15:25:24:891',1,-1,0.937784,-0.276848,-0.195888,-0.04375,0.084546,0.038352,0.06031,-0.141461,0.04006,-0.059222,-0.04739,0.007508,-0.008464,-0.031754,-0.006413,0.017688,0.007276,-0.059294,0.008619,0.000291,0.033891,-0.026123,0.002927,1
171,'2022/10/06 15:25:28:142',1,-1,0.850692,0.078993,0.159468,-0.045062,-0.143365,-0.052059,0.231306,-0.044607,0.01502,0.060706,-0.02077,-0.001408,0.013444,-0.008698,0.00816,0.004391,0.011979,0.025046,0.010443,-0.037447,0.016484,0.012898,0.006364,2
172,'2022/10/06 15:25:28:149',1,-1,0.880492,0.065663,0.138988,-0.067967,-0.16995,-0.03212,0.230034,-0.046007,0.007551,0.052757,-0.02413,-0.010148,0.000512,0.002996,-0.003027,-0.017818,-0.002487,0.019727,0.035075,-0.014873,0.012344,-0.010267,-0.008953,2
