@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
262,'2022/10/06 15:25:28:753',1,-1,0.834335,0.089103,0.090419,-0.130726,-0.200193,-0.036232,0.222261,-0.046649,0.058487,0.090333,-0.043393,-0.004534,0.003049,-0.018939,-0.022107,-0.039715,0.011012,0.054825,-0.000102,-0.00733,0.024973,-0.010367,-0.002943,2
263,'2022/10/06 15:25:28:760',1,-1,0.869462,0.092553,0.080773,-0.120979,-0.209599,-0.025868,0.215513,-0.061808,0.063254,0.067256,-0.049018,-0.00245,-0.003613,-0.027929,-0.023859,-0.007465,0.011564,0.040669,-0.00375,-0.019242,0.008302,0.008735,-0.001658,2
264,'2022/10/06 15:25:28:769',1,-1,0.816943,0.084287,0.040491,-0.101712,-0.162788,-0.073852,0.22257,-0.041301,0.066718,0.103765,-0.026207,-0.017464,0.000143,-0.00944,-0.023114,-0.035288,0.009652,0.051307,-0.009189,0.000531,0.035347,-0.025606,-0.007725,2
265,'2022/10/06 15:25:28:781',1,-1,0.816892,0.077128,0.069699,-0.11313,-0.166864,-0.05338,0.236327,-0.032181,0.026649,0.075241,-0.035689,-0.028752,0.005538,-0.02815,-0.000833,-0.023928,-0.002355,0.034726,-0.013619,0.029361,0.018785,-0.020803,0.004673,2
266,'2022/10/06 15:25:28:788',1,-1,0.829599,0.097538,0.079237,-0.102056,-0.202934,-0.069367,0.219685,-0.049412,0.050553,0.084926,-0.036407,-0.054082,-0.025235,-0.021329,0.000556,-0.017091,-0.003836,0.005635,-0.010321,0.0152,0.015072,-0.007637,-0.009241,2
267,'2022/10/06 15:25:28:795',1,-1,0.822785,0.069177,0.104726,-0.083945,-0.202916,-0.058065,0.223618,-0.029498,0.044057,0.100795,-0.036506,-0.048538,0.005741,-0.025842,-0.015802,-0.027583,0.023474,0.033488,-0.011923,0.013169,0.024906,-0.004004,-0.004369,2
268,'2022/10/06 15:25:28:799',1,-1,0.837706,0.089872,0.12635,-0.080478,-0.181006,-0.032668,0.245441,-0.022352,0.04413,0.095187,-0.019261,-0.014222,0.015552,-0.022168,-0.005047,-0.027648,0.023081,0.044488,-0.018227,0.01892,0.02497,-0.014077,-0.003253,2
269,'2022/10/06 15:25:28:804',1,-1,0.850346,0.114047,0.10743,-0.064994,-0.139579,-0.039087,0.239261,-0.018611,0.091737,0.067086,-0.039367,-0.002305,0.005434,-0.015549,0.000972,-0.031547,0.019237,0.03894,-0.028925,0.000579,0.012209,0.000037,0.000536,2
270,'2022/10/06 15:25:28:811',1,-1,0.82964,0.088641,0.098433,-0.069123,-0.164652,-0.062507,0.243878,-0.038003,0.074992,0.077996,-0.03989,-0.009288,-0.008185,-0.032821,-0.014628,-0.016067,0.021706,0.034542,-0.022372,-0.009489,0.02314,0.002429,0.014307,2
271,'2022/10/06 15:25:28:815',1,-1,0.827153,0.082183,0.121879,-0.049787,-0.197462,-0.085821,0.247406,-0.043864,0.089843,0.104507,-0.035162,-0.038866,-0.02384,-0.018019,0.000068,-0.01235,-0.007256,0.016981,-0.009111,0.001661,0.03324,-0.013092,-0.006888,2
272,'2022/10/06 15:25:28:828',1,-1,0.82759,0.061051,0.083278,-0.081098,-0.216592,-0.063539,0.228751,-0.05727,0.062634,0.119707,-0.037389,-0.035188,-0.02826,-0.021683,-0.019267,-0.025217,-0.008026,0.01773,0.021957,0.003919,0.026967,-0.006454,-0.018923,2
273,'2022/10/06 15:25:28:834',1,-1,0.839935,0.081611,0.096277,-0.044138,-0.205818,-0.057538,0.252836,-0.058426,0.068616,0.107404,-0.025817,-0.039233,0.002842,-0.027084,-0.024647,-0.013114,0.005641,0.019987,0.032499,-0.009291,0.022157,0.008359,-0.027028,2
274,'2022/10/06 15:25:28:839',1,-1,0.841144,0.058828,0.092066,-0.072048,-0.210487,-0.038463,0.242769,-0.07051,0.044833,0.077245,-0.011936,-0.02387,-0.035856,-0.014576,-0.022451,-0.033399,0.00909,0.03381,0.008612,-0.013815,0.032955,-0.002122,-0.005265,2
275,'2022/10/06 15:25:28:846',1,-1,0.863041,0.080879,0.137949,-0.058335,-0.22295,-0.037313,0.255711,-0.045736,0.055022,0.087018,-0.007059,-0.001168,-0.02886,0.000701,-0.00962,-0.02805,0.012877,0.024151,0.008419,-0.005575,0.041279,-0.012444,-0.026242,2
276,'2022/10/06 15:25:28:850',1,-1,0.870955,0.093485,0.134712,-0.062671,-0.19856,-0.004279,0.243672,-0.027958,0.068452,0.098444,0.014699,0.021488,-0.002349,-0.022212,-0.008045,-0.013236,0.007218,0.040746,0.006582,0.010481,0.028869,-0.004517,-0.042691,2
277,'2022/10/06 15:25:28:863',1,-1,0.86013,0.072224,0.151303,-0.043445,-0.20424,-0.036656,0.235502,-0.039037,0.056229,0.106428,-0.027744,-0.022775,0.000101,-0.016172,-0.036518,-0.04115,-0.033111,0.039696,0.026451,0.001094,0.005652,-0.015775,-0.022276,2
278,'2022/10/06 15:25:28:869',1,-1,0.859712,0.068704,0.141543,-0.03885,-0.186599,-0.033748,0.250662,-0.020564,0.064309,0.110853,0.012913,0.000349,0.025659,0.001598,-0.043606,-0.043669,-0.000145,0.081922,0.023697,0.004703,0.00067,-0.004599,-0.015324,2
279,'2022/10/06 15:25:28:873',1,-1,0.860705,0.070082,0.131224,-0.052745,-0.190846,-0.038421,0.235158,-0.028613,0.06868,0.106149,0.019471,0.000949,0.009337,0.004882,-0.019148,-0.02421,0.003694,0.055105,0.008145,0.019466,0.002008,-0.009054,-0.029245,2
280,'2022/10/06 15:25:28:885',1,-1,0.869379,0.103435,0.136433,-0.071061,-0.208776,-0.051678,0.216023,-0.03693,0.098115,0.069249,-0.030878,-0.000788,0.012892,-0.019347,-0.019415,-0.016882,0.006347,0.044533,-0.009061,0.027123,0.00148,0.006877,-0.013932,2
281,'2022/10/06 15:25:28:897',1,-1,0.863657,0.064874,0.106897,-0.074728,-0.211932,-0.073599,0.191548,-0.068995,0.075338,0.071828,-0.045789,-0.039693,-0.018759,0.001281,-0.036591,-0.020227,-0.019698,0.020652,0.012913,0.03171,0.028271,-0.030259,-0.036603,2
282,'2022/10/06 15:25:28:904',1,-1,0.877623,0.086675,0.140586,-0.042968,-0.178212,-0.056233,0.205991,-0.050182,0.074298,0.083641,-0.026374,-0.015053,-0.015993,0.023413,-0.019749,-0.00814,0.004256,0.036585,0.005991,-0.002353,0.030285,-0.013733,-0.01595,2
283,'2022/10/06 15:25:28:908',1,-1,0.878087,0.134058,0.152315,-0.052803,-0.169541,-0.047634,0.218097,-0.031826,0.084301,0.072251,-0.016481,-0.007677,-0.021217,-0.007223,-0.015902,-0.00261,-0.010573,0.03484,0.007542,-0.000042,0.010224,0.013738,-0.003528,2
284,'2022/10/06 15:25:28:915',1,-1,0.874426,0.098048,0.129928,-0.085329,-0.184314,-0.05211,0.196485,-0.054274,0.064385,0.082408,-0.016725,-0.004208,-0.014676,-0.031279,-0.040171,-0.010731,-0.002219,0.039557,-0.000532,0.004578,0.018288,0.006762,-0.015712,2
285,'2022/10/06 15:25:33:541',1,-1,0.8193,0.211223,0.347909,0.037913,-0.079734,-0.02026,-0.010345,-0.106836,-0.017336,0.069663,0.009447,-0.040357,0.043671,-0.009891,-0.007305,0.075311,-0.001764,0.002297,0.0143,-0.018552,-0.025111,-0.027383,-0.066227,3
286,'2022/10/06 15:25:33:552',1,-1,0.597838,0.202361,0.326924,-0.009857,-0.010012,-0.095057,-0.002123,-0.085067,-0.007778,-0.01176,-0.010849,0.016239,0.032559,-0.007911,-0.030583,-0.006413,0.056054,0.025243,-0.000945,-0.001592,-0.034342,-0.051628,-0.035583,3
287,'2022/10/06 15:25:33:559',1,-1,0.414368,0.07095,0.19214,-0.03831,-0.003906,-0.064585,0.010494,-0.018293,0.006435,-0.028289,0.010801,0.031095,0.039832,-0.006342,-0.021982,0.016836,0.045478,0.002047,-0.005975,0.000228,-0.017509,-0.020558,-0.012103,3
288,'2022/10/06 15:25:33:567',1,-1,0.385526,-0.029964,0.09825,-0.091073,-0.031979,-0.055262,0.008108,0.00171,0.013559,-0.018478,0.015331,0.011462,0.027526,-0.015105,-0.013637,0.021229,0.014819,-0.007793,0.007609,0.012811,-0.002439,-0.0095,-0.005817,3
289,'2022/10/06 15:25:33:571',1,-1,0.44123,-0.004096,0.128732,-0.069605,-0.017083,-0.052652,-0.002842,-0.000614,0.004597,-0.021979,0.002886,-0.000331,0.028166,-0.000026,0.010244,0.020068,0.00778,-0.002123,0.020048,0.010912,-0.003432,-0.01076,-0.006645,3
290,'2022/10/06 15:25:33:575',1,-1,0.554159,0.108173,0.238507,-0.022988,0.004458,-0.073951,-0.036674,-0.010677,0.035759,-0.013325,-0.006308,0.014607,0.051521,0.011958,0.026328,0.026651,0.038615,0.026063,0.01674,-0.012242,-0.016597,-0.049843,-0.050238,3
291,'2022/10/06 15:25:33:588',1,-1,0.742263,0.159731,0.232416,-0.015684,-0.04594,-0.060489,-0.006883,-0.077509,-0.021193,-0.025029,-0.03458,-0.014889,0.046321,0.004593,-0.002323,0.029443,-0.008238,-0.023007,0.000259,-0.038876,-0.009977,0.003561,-0.000589,3
292,'2022/10/06 15:25:33:594',1,-1,0.779798,0.157635,0.264817,-0.001943,-0.060615,-0.047042,0.006926,-0.095311,-0.041048,0.024597,-0.016021,-0.022558,0.054808,0.004615,-0.013342,0.032901,0.00983,0.012738,0.028346,-0.022569,-0.02804,-0.013489,-0.040219,3
293,'2022/10/06 15:25:33:600',1,-1,0.759376,0.176572,0.349457,0.013815,-0.090341,-0.055001,0.026653,-0.106476,-0.062924,0.029306,-0.021362,-0.011648,0.060429,-0.000598,-0.048609,0.008672,0.027873,0.018059,0.023122,-0.025932,-0.034024,-0.028999,-0.059548,3
294,'2022/10/06 15:25:33:606',1,-1,0.763494,0.165111,0.312488,0.012563,-0.091785,-0.05948,-0.002132,-0.123813,-0.061257,0.024029,-0.036609,-0.036602,0.035508,-0.020683,-0.036384,0.02476,0.022473,0.001695,0.011062,-0.036276,-0.028676,-0.02734,-0.06035,3
295,'2022/10/06 15:25:33:610',1,-1,0.797574,0.192357,0.316462,0.047007,-0.073999,-0.063768,-0.007184,-0.085517,-0.008549,0.010521,-0.057057,-0.02635,0.052215,-0.006225,-0.001095,0.041788,0.004448,-0.000604,0.016987,-0.03245,-0.020156,-0.012314,-0.049713,3
296,'2022/10/06 15:25:33:618',1,-1,0.779659,0.208418,0.342371,0.007448,-0.033875,-0.054276,-0.013188,-0.065045,-0.049084,0.033757,0.00542,-0.049941,0.031258,0.009915,0.001297,0.072898,0.000971,-0.019479,0.009601,-0.031351,-0.029159,0.002034,-0.056317,3
297,'2022/10/06 15:25:33:622',1,-1,0.788807,0.209575,0.35561,0.01056,-0.037618,-0.056479,-0.037409,-0.06902,-0.034067,0.055287,0.008052,-0.057304,0.034344,0.013878,-0.013956,0.057962,0.000423,-0.009069,0.031092,-0.008539,-0.020371,-0.021651,-0.072306,3
298,'2022/10/06 15:25:33:634',1,-1,0.767115,0.161208,0.329129,-0.039707,-0.070677,-0.052924,-0.04427,-0.085221,-0.042727,0.05014,-0.051158,-0.055626,0.059013,-0.007606,-0.032217,0.001883,0.037036,0.02516,-0.009817,-0.034815,-0.036959,-0.008398,-0.058293,3
299,'2022/10/06 15:25:33:641',1,-1,0.779033,0.192054,0.367495,-0.052964,-0.087706,-0.023414,-0.019671,-0.079959,-0.057146,0.055724,-0.02695,-0.04506,0.049413,-0.008441,-0.015242,0.016416,0.055579,0.021726,-0.018092,-0.038199,-0.027833,0.019658,-0.028445,3
300,'2022/10/06 15:25:33:646',1,-1,0.75927,0.185104,0.320096,-0.016199,-0.052417,-0.072166,-0.039458,-0.110644,-0.057467,0.062174,-0.026692,-0.055897,0.036254,-0.000333,-0.034492,0.03461,0.037698,-0.007395,-0.008793,-0.0517,-0.027573,0.01081,-0.025384,3
301,'2022/10/06 15:25:33:652',1,-1,0.753107,0.169461,0.323627,0.016675,-0.065293,-0.107676,-0.06314,-0.12229,-0.051343,0.065533,-0.010145,-0.055973,0.01,-0.026021,-0.040258,0.05004,0.029784,-0.007814,0.005354,-0.035483,-0.030964,-0.017779,-0.04234,3
302,'2022/10/06 15:25:33:657',1,-1,0.749105,0.212847,0.376384,0.024192,-0.096164,-0.117842,-0.061283,-0.117473,-0.011665,0.084553,-0.001117,-0.063139,-0.001967,-0.015992,-0.019986,0.05147,0.017219,0.006348,0.006634,-0.032568,-0.026671,-0.016276,-0.021675,3
303,'2022/10/06 15:25:33:669',1,-1,0.815128,0.161929,0.305,-0.028227,-0.037869,-0.028279,-0.077106,-0.081153,-0.014543,0.025797,-0.036669,-0.047164,0.071022,0.000348,-0.022805,0.050957,-0.002436,-0.013825,0.023422,-0.008097,-0.028467,0.000726,-0.052943,3
304,'2022/10/06 15:25:33:681',1,-1,0.775894,0.166361,0.36821,-0.004733,-0.09015,-0.075867,-0.040553,-0.064459,-0.046055,0.038459,-0.046095,-0.046043,0.075244,-0.006332,-0.020718,0.045575,0.007587,0.001065,0.01504,-0.026633,-0.027156,-0.007804,-0.062012,3
305,'2022/10/06 15:25:33:687',1,-1,0.79372,0.184171,0.39346,-0.002398,-0.077872,-0.035428,-0.038625,-0.067094,-0.030942,0.06405,-0.02495,-0.057752,0.077747,-0.002234,-0.017363,0.046497,0.012091,0.014368,0.016085,-0.042963,-0.025017,0.004458,-0.044591,3
306,'2022/10/06 15:25:33:691',1,-1,0.782715,0.193021,0.381152,-0.007125,-0.078705,-0.011891,-0.013999,-0.069419,-0.050034,0.044824,-0.019258,-0.044433,0.086461,0.014349,-0.010176,0.047283,0.010708,-0.001184,0.019132,-0.055787,-0.02332,0.020984,-0.032119,3
307,'2022/10/06 15:25:33:703',1,-1,0.795922,0.165729,0.32682,0.010735,-0.089223,-0.046936,-0.000986,-0.074495,-0.08936,0.005254,0.015109,-0.045303,0.060211,0.000295,-0.052968,0.048543,0.016067,-0.010413,0.000593,-0.036493,-0.003752,-0.025053,-0.034819,3
308,'2022/10/06 15:25:33:710',1,-1,0.801579,0.153805,0.325353,0.025359,-0.057191,-0.057788,-0.027947,-0.069204,-0.024166,0.041787,-0.027478,-0.046668,0.082032,0.034882,-0.02541,0.026982,0.001405,0.005154,0.016787,-0.026884,-0.001542,-0.012773,-0.037633,3
309,'2022/10/06 15:25:33:716',1,-1,0.800399,0.155347,0.335074,0.00057,-0.07493,-0.051157,-0.028832,-0.074458,0.013097,0.032771,-0.065962,-0.03819,0.071838,0.027435,-0.02164,0.020133,0.00262,0.007842,0.008493,-0.02932,0.003386,-0.010767,-0.047735,3
310,'2022/10/06 15:25:33:730',1,-1,0.804146,0.192648,0.353355,-0.007163,-0.081451,-0.042607,-0.007407,-0.053571,-0.026495,0.056105,-0.042611,-0.069721,0.087617,0.029289,-0.040263,0.03022,0.020616,0.00382,0.019494,-0.030779,-0.014426,-0.007842,-0.064446,3
311,'2022/10/06 15:25:33:739',1,-1,0.753443,0.152669,0.365682,0.013281,-0.086091,-0.074647,-0.020854,-0.107474,-0.047093,0.093078,-0.020995,-0.041003,0.045707,-0.026515,-0.008957,0.035093,0.030396,0.027194,-0.014086,-0.03724,-0.035178,0.004901,-0.039019,3
312,'2022/10/06 15:25:33:745',1,-1,0.770859,0.135832,0.332453,0.001819,-0.088822,-0.076743,-0.008061,-0.127967,-0.077475,0.088993,-0.028349,-0.03457,0.04182,-0.0488,-0.011771,0.031024,0.024517,0.028734,-0.005237,-0.020094,-0.028666,-0.014066,-0.061042,3
313,'2022/10/06 15:25:33:751',1,-1,0.784625,0.159811,0.376606,0.020631,-0.091642,-0.034822,-0.013635,-0.083179,-0.026355,0.047299,-0.0136,-0.008579,0.057569,-0.014445,-0.013149,0.046652,0.023842,0.011018,0.007345,-0.022138,-0.0194,-0.024177,-0.067032,3
314,'2022/10/06 15:25:33:762',1,-1,0.775314,0.167171,0.30763,0.002141,-0.073323,-0.109386,-0.025659,-0.108012,-0.054801,0.084083,-0.030879,-0.046957,0.029956,0.000444,-0.027172,0.043804,0.040709,-0.006761,0.005021,-0.052482,0.001001,-0.000077,-0.049847,3
315,'2022/10/06 15:25:33:774',1,-1,0.788431,0.203744,0.300813,0.010336,-0.048119,-0.112667,-0.043566,-0.059143,-0.041888,0.03036,-0.044112,-0.049419,0.069698,-0.02279,-0.026878,0.085011,0.012645,-0.018707,0.01405,-0.035172,-0.021902,0.003635,-0.039248,3
316,'2022/10/06 15:25:33:780',1,-1,0.74433,0.193537,0.372552,-0.020415,-0.072614,-0.116886,-0.04827,-0.030206,-0.019156,0.031813,-0.052682,-0.078807,0.07607,0.01151,-0.042239,0.074487,0.000745,-0.017783,0.009505,-0.045783,-0.009168,-0.006021,-0.055613,3
317,'2022/10/06 15:25:33:785',1,-1,0.755672,0.194175,0.384266,0.009185,-0.082205,-0.106414,-0.029256,-0.046034,-0.013757,0.051742,-0.047039,-0.064453,0.101139,0.02614,-0.051324,0.051119,0.02048,0.019124,0.013234,-0.054116,-0.017924,0.008631,-0.042133,3
318,'2022/10/06 15:25:33:796',1,-1,0.76381,0.15297,0.344887,0.006771,-0.095777,-0.079887,-0.013153,-0.057456,-0.03845,0.036249,-0.039069,-0.048082,0.095656,0.015036,-0.038729,0.042166,0.00352,0.01659,0.033083,-0.049818,-0.038231,0.007066,-0.054042,3
319,'2022/10/06 15:25:33:809',1,-1,0.779883,0.165314,0.310038,-0.035728,-0.070562,-0.073692,0.003907,-0.064632,-0.064711,0.052674,-0.035616,-0.063587,0.063924,0.004511,-0.015136,0.055227,0.01007,-0.02082,0.008534,-0.032387,-0.021038,0.021876,-0.063793,3
320,'2022/10/06 15:25:33:815',1,-1,0.762697,0.142079,0.329551,-0.036242,-0.081094,-0.080961,-0.030582,-0.067756,-0.048161,0.051942,-0.04603,-0.059144,0.059802,-0.012483,-0.005648,0.05279,0.012665,-0.009355,-0.013444,-0.032159,-0.025275,0.024384,-0.054789,3
321,'2022/10/06 15:25:33:820',1,-1,0.783159,0.170652,0.380591,-0.054154,-0.086727,-0.05014,-0.012153,-0.063649,-0.020066,0.076341,-0.042744,-0.050664,0.054004,-0.006258,0.013517,0.048797,0.018401,0.007239,-0.0188,-0.028875,-0.016887,0.036665,-0.043431,3
322,'2022/10/06 15:25:33:831',1,-1,0.788452,0.182759,0.318956,-0.028595,-0.065765,-0.056405,-0.021484,-0.05207,-0.036847,0.048631,-0.001641,-0.065411,0.063383,-0.000152,-0.029953,0.068681,0.018327,-0.019075,0.010381,-0.042649,-0.016211,0.012968,-0.031398,3
323,'2022/10/06 15:25:33:838',1,-1,0.784262,0.161238,0.358226,-0.005155,-0.083738,-0.057863,-0.024801,-0.022845,-0.035851,0.050913,0.027956,-0.061892,0.092185,0.001754,-0.034887,0.069007,0.032439,0.023691,0.011962,-0.035035,-0.034756,0.02009,-0.012715,3
324,'2022/10/06 15:25:33:844',1,-1,0.751097,0.196042,0.399417,-0.018934,-0.116909,-0.079909,0.008595,-0.046003,-0.050093,0.051781,-0.00484,-0.044677,0.069814,0.021365,-0.057723,0.030288,0.042011,0.013585,0.00435,-0.039172,-0.012579,-0.014631,-0.039306,3
325,'2022/10/06 15:25:33:850',1,-1,0.777206,0.172214,0.368054,-0.027017,-0.12182,-0.052307,0.016239,-0.107177,-0.054274,0.075425,-0.020792,-0.053711,0.032039,0.031111,-0.033546,0.016832,0.04169,-0.004102,-0.020182,-0.028559,0.020665,-0.020658,-0.041702,3
326,'2022/10/06 15:25:33:854',1,-1,0.78759,0.169258,0.312319,-0.026562,-0.072202,-0.029765,0.014352,-0.122307,-0.025875,0.069193,-0.027847,-0.047488,0.045465,0.023591,-0.014594,0.059465,-0.003044,-0.018124,0.012407,-0.034274,0.01317,-0.013545,-0.05485,3
327,'2022/10/06 15:25:33:866',1,-1,0.753319,0.158246,0.358778,-0.013685,-0.114903,-0.094637,0.002809,-0.099089,-0.086971,0.060548,-0.028898,-0.047747,0.045809,-0.006798,-0.05256,0.032341,0.037411,0.004162,-0.006277,-0.044342,-0.013224,0.002451,-0.04584,3
328,'2022/10/06 15:25:33:873',1,-1,0.771772,0.157186,0.326088,-0.01767,-0.104718,-0.068369,-0.00335,-0.129536,-0.08812,0.07649,-0.021078,-0.066056,0.049701,-0.003061,-0.040497,0.022694,0.019808,0.001378,-0.02077,-0.030856,-0.01509,-0.000627,-0.055952,3
329,'2022/10/06 15:25:33:877',1,-1,0.769536,0.149238,0.325967,-0.022771,-0.126076,-0.097755,-0.016255,-0.110976,-0.056419,0.049319,-0.062479,-0.06903,0.071436,0.018172,-0.043137,0.017643,0.023558,0.014627,-0.013153,-0.027289,-0.000068,0.001631,-0.054181,3
330,'2022/10/06 15:25:33:884',1,-1,0.793167,0.175372,0.314504,0.005303,-0.058362,-0.073458,0.012303,-0.093109,-0.034234,0.043722,-0.046178,-0.037661,0.060019,0.031351,-0.046303,0.045647,0.015524,0.003208,0.01293,-0.073711,-0.017344,0.002649,-0.020739,3
331,'2022/10/06 15:25:33:890',1,-1,0.79754,0.186383,0.32994,-0.008002,-0.037325,-0.064929,-0.017611,-0.075781,-0.025465,0.074813,-0.022321,-0.058257,0.040419,0.036514,-0.002809,0.060717,0.005863,-0.006446,0.017845,-0.06672,-0.024258,0.027477,0.007758,3
332,'2022/10/06 15:25:33:900',1,-1,0.776336,0.197937,0.32148,-0.012743,-0.063624,-0.096764,-0.054115,-0.05094,-0.025576,0.013191,-0.041331,-0.039021,0.056416,-0.020809,-0.019509,0.056699,0.008873,-0.007754,-0.002408,-0.044104,-0.040742,0.014398,-0.011194,3
333,'2022/10/06 15:25:33:908',1,-1,0.792173,0.214533,0.320569,0.005327,-0.058802,-0.087188,-0.050717,-0.077208,-0.02996,0.025336,-0.012965,-0.036656,0.049052,-0.02138,-0.024655,0.051713,0.010479,0.004346,0.015239,-0.030854,-0.040472,0.006917,-0.01407,3
334,'2022/10/06 15:25:33:912',1,-1,0.80776,0.214706,0.353179,0.062356,-0.05193,-0.099515,-0.041958,-0.041577,0.014352,0.079797,-0.019268,-0.071285,0.051092,0.006211,0.005989,0.045763,0.037982,-0.006173,-0.013349,-0.040163,-0.011952,0.012609,-0.021299,3
335,'2022/10/06 15:25:33:919',1,-1,0.816504,0.226507,0.341071,0.028816,-0.05197,-0.069096,0.004552,-0.053567,-0.022081,0.069806,-0.018805,-0.039882,0.075931,0.021666,-0.013975,0.036156,0.048908,0.014682,-0.002142,-0.054658,-0.012935,0.013066,-0.010969,3
336,'2022/10/06 15:25:33:924',1,-1,0.810409,0.251099,0.332256,-0.02174,-0.064028,-0.065038,0.033526,-0.06052,-0.060111,0.047359,-0.039373,-0.030377,0.074857,0.017557,-0.0289,0.030898,0.027376,-0.003387,0.01016,-0.041641,-0.021068,0.001108,-0.017659,3
337,'2022/10/06 15:25:33:931',1,-1,0.751532,0.214597,0.404503,-0.004106,-0.132842,-0.09637,-0.01955,-0.038235,-0.019095,0.024237,-0.059716,-0.07116,0.086312,0.02339,-0.018676,0.040062,0.002714,-0.005465,-0.000424,-0.034837,-0.027825,0.014375,-0.049126,3
338,'2022/10/06 15:25:33:935',1,-1,0.772775,0.195397,0.428412,0.027103,-0.134709,-0.0805,-0.033993,-0.055078,-0.006442,0.050425,-0.024737,-0.065152,0.073738,0.007013,-0.020431,0.054376,0.018564,0.008007,-0.004541,-0.048687,-0.017672,0.036646,-0.026874,3
339,'2022/10/06 15:25:33:942',1,-1,0.772832,0.122411,0.377625,0.026751,-0.116504,-0.062077,-0.034057,-0.063677,-0.023001,0.033812,-0.041893,-0.063241,0.069461,0.007819,-0.007944,0.034458,-0.00347,-0.0113,0.005375,-0.036582,-0.001755,-0.008361,-0.039588,3
340,'2022/10/06 15:25:33:947',1,-1,0.798888,0.127507,0.352512,0.024419,-0.090156,-0.030819,-0.016926,-0.078087,-0.025039,0.050864,-0.031863,-0.042179,0.07226,0.027105,0.015646,0.036572,-0.005253,-0.013919,-0.000828,-0.009479,0.00922,-0.008276,-0.049881,3
341,'2022/10/06 15:25:33:954',1,-1,0.842817,0.150003,0.315968,0.016462,-0.06342,0.002828,-0.00879,-0.104268,-0.020354,0.048437,-0.035306,-0.010727,0.077282,0.01217,-0.010578,0.022005,0.019282,0.022835,0.003303,-0.013078,-0.016132,0.000257,-0.039008,3
342,'2022/10/06 15:25:33:959',1,-1,0.824536,0.152403,0.294992,0.018983,-0.099146,-0.026371,0.007103,-0.104081,-0.027579,0.057443,-0.044893,-0.036513,0.073955,0.003965,-0.018518,0.019543,0.010106,0.012673,-0.00455,-0.034146,-0.006476,0.001644,-0.050188,3
343,'2022/10/06 15:25:33:966',1,-1,0.823614,0.152127,0.289948,0.021189,-0.128712,-0.056905,0.017311,-0.090903,-0.039638,0.052664,-0.05817,-0.044646,0.077786,-0.006753,-0.013029,0.027821,0.006106,0.004775,-0.006111,-0.030679,0.003556,0.0053,-0.052853,3
344,'2022/10/06 15:25:33:970',1,-1,0.845898,0.137245,0.273878,0.015765,-0.105882,-0.057447,0.010066,-0.055082,-0.057726,0.017634,-0.051751,-0.018681,0.098709,-0.006492,-0.032216,0.015047,0.013631,0.005922,0.006509,-0.036322,-0.010188,0.010662,-0.033415,3
345,'2022/10/06 15:25:33:977',1,-1,0.823554,0.149184,0.273746,-0.008103,-0.059481,-0.068124,-0.006953,-0.074425,-0.066665,0.04538,-0.051322,-0.026164,0.087205,0.003391,-0.03431,0.016795,0.017202,-0.007953,0.00618,-0.039696,-0.014252,0.015491,-0.041812,3
346,'2022/10/06 15:25:33:982',1,-1,0.830315,0.190127,0.295958,-0.040527,-0.074221,-0.043332,0.01325,-0.08511,-0.072821,0.054724,-0.04613,-0.019138,0.069754,-0.020892,-0.01039,0.032974,0.022188,-0.014425,-0.008432,-0.03455,-0.003955,0.022387,-0.0436,3
347,'2022/10/06 15:25:33:994',1,-1,0.828133,0.18986,0.325184,0.044008,-0.073987,-0.076305,-0.013648,-0.089176,-0.037085,0.108828,0.000864,-0.080858,0.035159,0.022341,0.005107,0.037699,0.033369,-0.002274,-0.018403,-0.03348,-0.013626,0.017069,-0.022758,3
348,'2022/10/06 15:25:34:001',1,-1,0.821709,0.162164,0.28805,0.013456,-0.024968,-0.069734,-0.030456,-0.081862,-0.037577,0.093574,-0.015689,-0.078826,0.045403,0.015246,-0.000779,0.030755,0.020291,-0.000641,-0.001271,-0.034661,-0.013567,0.008364,-0.049913,3
349,'2022/10/06 15:25:34:006',1,-1,0.806812,0.180412,0.294002,-0.023133,-0.044956,-0.063954,-0.008343,-0.056731,-0.041154,0.071882,-0.017775,-0.075958,0.066789,0.041382,-0.006174,0.029074,0.014821,-0.001462,0.005694,-0.017594,-0.01817,0.003137,-0.066118,3
350,'2022/10/06 15:25:34:012',1,-1,0.809648,0.168528,0.299663,-0.025046,-0.07937,-0.069868,0.010188,-0.058372,-0.04526,0.050421,-0.029236,-0.054427,0.087439,0.039296,-0.03742,0.010091,0.032728,0.007925,-0.001653,-0.009244,-0.008825,-0.000533,-0.069542,3
